D,N,K,L,Grafo Original,Conectividade Algebrica,Aresta Efb1,G + Efb1,Aresta Ehp1,G + Ehp1,Aresta Ehp2,G + Ehp2,Aresta Ehe1,G + Ehe1,Aresta Ehe2,G + Ehe2
4,17,6,8,"T(17, 4, 6)",0.11407390097909435,"(6, 8)",0.3687792943983858,"(0, 9)",0.288168210937011,"(1, 10)",0.288168210937011,"(0, 8)",0.32733234583221094,"(1, 8)",0.32733234583221094
4,17,7,7,"T(17, 4, 7)",0.11251780630393932,"(7, 9)",0.36008961012796159,"(0, 10)",0.28367174865661138,"(1, 11)",0.28367174865661138,"(0, 9)",0.31381694906805258,"(1, 9)",0.31381694906805258
4,18,1,14,"T(18, 4, 1)",0.22607605951761059,"(0, 3)",0.99999999999999933,"(0, 4)",0.57085621215586824,"(0, 5)",0.57085621215586824,"(0, 3)",0.99999999999999933,"(1, 3)",0.99999999999999933
4,18,2,13,"T(18, 4, 2)",0.16988796889022587,"(2, 4)",0.57695721385514298,"(0, 5)",0.47852586732928515,"(1, 6)",0.47852586732928515,"(0, 4)",0.74917333622371096,"(1, 4)",0.74917333622371096
4,18,3,12,"T(18, 4, 3)",0.14159148073853567,"(3, 5)",0.47128028070063099,"(0, 6)",0.37399191309524971,"(1, 7)",0.37399191309524971,"(0, 5)",0.47904175461081583,"(1, 5)",0.47904175461081583
4,18,4,11,"T(18, 4, 4)",0.12516719584136338,"(4, 6)",0.41389810489867379,"(0, 7)",0.3216996441541316,"(1, 8)",0.3216996441541316,"(0, 6)",0.39210581217482393,"(1, 6)",0.39210581217482393
4,18,5,10,"T(18, 4, 5)",0.11522198521949237,"(5, 7)",0.37923131971528312,"(0, 8)",0.29200314448906767,"(1, 9)",0.29200314448906767,"(0, 7)",0.34538097069336832,"(1, 7)",0.34538097069336832
4,18,6,9,"T(18, 4, 6)",0.10944935033169143,"(6, 8)",0.35820002649041133,"(0, 9)",0.27531766527920692,"(1, 10)",0.27531766527920692,"(0, 8)",0.31786492536309524,"(1, 8)",0.31786492536309524
4,18,7,8,"T(18, 4, 7)",0.10678035020579918,"(7, 9)",0.34677706703878414,"(0, 10)",0.2677254647677027,"(1, 11)",0.2677254647677027,"(0, 9)",0.30208297599864148,"(1, 9)",0.30208297599864148
4,19,1,15,"T(19, 4, 1)",0.22438011831224419,"(0, 3)",0.99999999999999778,"(0, 4)",0.56584108068245753,"(0, 5)",0.56584108068245753,"(0, 3)",0.99999999999999778,"(1, 3)",0.99999999999999778
4,19,2,14,"T(19, 4, 2)",0.1679151428787814,"(2, 4)",0.57395387423522148,"(0, 5)",0.471991868020461,"(1, 6)",0.471991868020461,"(0, 4)",0.74611113382140004,"(1, 4)",0.74611113382140004
4,19,3,13,"T(19, 4, 3)",0.13929031512559825,"(3, 5)",0.46688087072989748,"(0, 6)",0.36717035357621514,"(1, 7)",0.36717035357621514,"(0, 5)",0.47477494847715812,"(1, 5)",0.47477494847715812
4,19,4,12,"T(19, 4, 4)",0.12246841078374124,"(4, 6)",0.40816650340073413,"(0, 7)",0.31404579847796699,"(1, 8)",0.31404579847796699,"(0, 6)",0.38673095991593981,"(1, 6)",0.38673095991593981
4,19,5,11,"T(19, 4, 5)",0.11202902681983079,"(5, 7)",0.37204235143412062,"(0, 8)",0.28314382287573886,"(1, 9)",0.28314382287573886,"(0, 7)",0.33881675176384457,"(1, 7)",0.33881675176384457
4,19,6,10,"T(19, 4, 6)",0.10562652017955611,"(6, 8)",0.34929843507871589,"(0, 9)",0.26482146358924646,"(1, 10)",0.26482146358924646,"(0, 8)",0.30989900473359849,"(1, 8)",0.30989900473359849
4,19,7,9,"T(19, 4, 7)",0.10213300344886245,"(7, 9)",0.33576225604480942,"(0, 10)",0.25500249892247495,"(1, 11)",0.25500249892247495,"(0, 9)",0.29237669712650288,"(1, 9)",0.29237669712650288
4,19,8,8,"T(19, 4, 8)",0.10102051443364357,"(8, 10)",0.32941536270009647,"(0, 11)",0.25190052618258107,"(1, 12)",0.25190052618258107,"(0, 10)",0.28286810511367455,"(1, 10)",0.28286810511367455
4,20,1,16,"T(20, 4, 1)",0.22287811037972283,"(0, 3)",0.99999999999999889,"(0, 4)",0.56142541948438962,"(0, 5)",0.56142541948438962,"(0, 3)",0.99999999999999889,"(1, 3)",0.99999999999999889
4,20,2,15,"T(20, 4, 2)",0.16618104881372503,"(2, 4)",0.57129379358394428,"(0, 5)",0.46629186886704821,"(1, 6)",0.46629186886704821,"(0, 4)",0.74339078103733436,"(1, 4)",0.74339078103733436
4,20,3,14,"T(20, 4, 3)",0.13728522440100202,"(3, 5)",0.46301183560770576,"(0, 6)",0.36126668713579396,"(1, 7)",0.36126668713579396,"(0, 5)",0.47101904907546777,"(1, 5)",0.47101904907546777
4,20,4,13,"T(20, 4, 4)",0.12014054769057028,"(4, 6)",0.40316813949094288,"(0, 7)",0.30749091912663112,"(1, 8)",0.30749091912663112,"(0, 6)",0.38204154063305645,"(1, 6)",0.38204154063305645
4,20,5,12,"T(20, 4, 5)",0.10930724693848906,"(5, 7)",0.36583468005553016,"(0, 8)",0.27565232996188016,"(1, 9)",0.27565232996188016,"(0, 7)",0.33314751174286522,"(1, 7)",0.33314751174286522
4,20,6,11,"T(20, 4, 6)",0.10241291280144568,"(6, 8)",0.34170089766468115,"(0, 9)",0.25608099721094241,"(1, 10)",0.25608099721094241,"(0, 8)",0.303100350414794,"(1, 8)",0.303100350414794
4,20,7,10,"T(20, 4, 7)",0.098290908082759393,"(7, 9)",0.32649069078233584,"(0, 10)",0.24460483804997327,"(1, 11)",0.24460483804997327,"(0, 9)",0.28420862529644558,"(1, 9)",0.28420862529644558
4,20,8,9,"T(20, 4, 8)",0.096354545703854183,"(8, 10)",0.31805081224078097,"(0, 11)",0.23926774207682086,"(1, 12)",0.23926774207682086,"(0, 10)",0.27297718647879715,"(1, 10)",0.27297718647879715
